"Latest: Time (s)","Latest: Temperature (Â°C)"
0,22.156487393
0.02,21.9415131488
0.04,21.2965904161
0.06,22.156487393
0.08,21.2965904161
0.1,21.5115646603
0.12,22.156487393
0.14,21.2965904161
0.16,21.7265389045
0.18,21.2965904161
0.2,21.5115646603
0.22,21.7265389045
0.24,21.0816161718
0.26,21.7265389045
0.28,21.9415131488
0.3,21.5115646603
0.32,21.0816161718
0.34,20.8666419276
0.36,20.8666419276
0.38,21.9415131488
0.4,20.8666419276
0.42,21.7265389045
0.44,21.7265389045
0.46,21.0816161718
0.48,21.9415131488
0.5,21.5115646603
0.52,21.9415131488
0.54,21.2965904161
0.56,20.8666419276
0.58,21.7265389045
0.6,21.2965904161
0.62,21.7265389045
0.64,20.8666419276
0.66,21.0816161718
0.68,21.7265389045
0.7,20.8666419276
0.72,21.2965904161
0.74,21.9415131488
0.76,21.0816161718
0.78,21.7265389045
0.8,20.8666419276
0.82,21.7265389045
0.84,20.8666419276
0.86,21.0816161718
0.88,21.2965904161
0.9,20.4366934392
0.92,21.5115646603
0.94,21.7265389045
0.96,21.0816161718
0.98,21.7265389045
1,21.2965904161
1.02,21.5115646603
1.04,21.2965904161
1.06,21.9415131488
1.08,21.7265389045
1.1,21.2965904161
1.12,20.8666419276
1.14,22.156487393
1.16,21.0816161718
1.18,21.0816161718
1.2,20.8666419276
1.22,21.5115646603
1.24,21.7265389045
1.26,21.0816161718
1.28,21.7265389045
1.3,21.2965904161
1.32,20.8666419276
1.34,21.7265389045
1.36,21.2965904161
1.38,22.156487393
1.4,21.2965904161
1.42,21.7265389045
1.44,21.7265389045
1.46,21.2965904161
1.48,21.9415131488
1.5,21.2965904161
1.52,21.7265389045
1.54,21.0816161718
1.56,21.7265389045
1.58,21.5115646603
1.6,21.0816161718
1.62,20.8666419276
1.64,21.7265389045
1.66,21.0816161718
1.68,21.5115646603
1.7,21.9415131488
1.72,20.6516676834
1.74,21.5115646603
1.76,20.8666419276
1.78,21.0816161718
1.8,21.7265389045
1.82,21.2965904161
1.84,21.7265389045
1.86,21.0816161718
1.88,21.2965904161
1.9,21.5115646603
1.92,21.2965904161
1.94,21.7265389045
1.96,21.2965904161
1.98,21.0816161718
2,21.5115646603
2.02,21.5115646603
2.04,21.5115646603
2.06,21.5115646603
2.08,20.6516676834
2.1,21.9415131488
2.12,21.7265389045
2.14,21.7265389045
2.16,21.5115646603
2.18,21.2965904161
2.2,21.7265389045
2.22,21.2965904161
2.24,21.0816161718
2.26,22.156487393
2.28,21.5115646603
2.3,21.5115646603
2.32,21.2965904161
2.34,21.0816161718
2.36,21.7265389045
2.38,21.7265389045
2.4,21.9415131488
2.42,21.5115646603
2.44,20.4366934392
2.46,21.2965904161
2.48,21.2965904161
2.5,21.9415131488
2.52,21.9415131488
2.54,21.0816161718
2.56,22.156487393
2.58,21.2965904161
2.6,21.7265389045
2.62,21.5115646603
2.64,21.2965904161
2.66,21.9415131488
2.68,21.5115646603
2.7,21.0816161718
2.72,21.9415131488
2.74,21.2965904161
2.76,21.5115646603
2.78,21.5115646603
2.8,20.6516676834
2.82,21.0816161718
2.84,21.2965904161
2.86,21.7265389045
2.88,21.7265389045
2.9,21.7265389045
2.92,22.156487393
2.94,21.2965904161
2.96,21.2965904161
2.98,22.156487393
3,21.7265389045
3.02,22.156487393
3.04,21.0816161718
3.06,21.2965904161
3.08,21.9415131488
3.1,21.7265389045
3.12,21.9415131488
3.14,21.2965904161
3.16,21.0816161718
3.18,22.156487393
3.2,21.5115646603
3.22,21.2965904161
3.24,21.2965904161
3.26,20.8666419276
3.28,22.156487393
3.3,21.2965904161
3.32,21.0816161718
3.34,21.9415131488
3.36,21.9415131488
3.38,21.5115646603
3.4,21.2965904161
3.42,21.0816161718
3.44,21.7265389045
3.46,20.8666419276
3.48,21.7265389045
3.5,21.5115646603
3.52,20.4366934392
3.54,22.156487393
3.56,21.2965904161
3.58,21.7265389045
3.6,21.7265389045
3.62,21.5115646603
3.64,21.9415131488
3.66,21.9415131488
3.68,21.7265389045
3.7,22.156487393
3.72,22.156487393
3.74,22.156487393
3.76,21.7265389045
3.78,21.7265389045
3.8,22.156487393
3.82,22.156487393
3.84,22.3714616372
3.86,21.7265389045
3.88,21.2965904161
3.9,23.0163843699
3.92,21.7265389045
3.94,21.7265389045
3.96,21.9415131488
3.98,22.156487393
4,22.5864358815
4.02,23.2313586141
4.04,24.0912555911
4.06,26.4559722776
4.08,27.1008950103
4.1,29.2506374526
4.12,30.5404829179
4.14,32.0453026276
4.16,34.1950450698
4.18,34.6249935583
4.2,36.1298132679
4.22,37.6346329775
4.24,38.4945299544
4.26,40.6442723967
4.28,40.6442723967
4.3,42.794014839
4.32,43.6539118159
4.34,44.2988345486
4.36,46.0186285025
4.38,46.6635512352
4.4,48.1683709448
4.42,49.8881648986
4.44,50.5330876313
4.46,51.6079588524
4.48,51.6079588524
4.5,52.8978043178
4.52,53.972675539
4.54,54.6175982716
4.56,55.4774952486
4.58,55.2625210043
4.6,56.5523664697
4.62,56.9823149582
4.64,57.1972892024
4.66,58.0571861793
4.68,58.9170831562
4.7,59.3470316447
4.72,59.7769801332
4.74,59.9919543774
4.76,60.2069286216
4.78,60.4219028658
4.8,61.2817998428
4.82,60.6368771101
4.84,62.3566710639
4.86,62.1416968197
4.88,63.4315422851
4.9,62.3566710639
4.92,63.0015937966
4.94,63.8614907735
4.96,63.0015937966
4.98,64.9363619947
5,64.291439262
5.02,64.9363619947
5.04,65.1513362389
5.06,65.1513362389
5.08,65.7962589716
5.1,66.0112332158
5.12,66.8711301927
5.14,65.7962589716
5.16,66.22620746
5.18,66.4411817043
5.2,67.086104437
5.22,67.7310271696
5.24,66.6561559485
5.26,67.5160529254
5.28,67.086104437
5.3,68.1609756581
5.32,68.3759499023
5.34,67.7310271696
5.36,68.3759499023
5.38,67.9460014139
5.4,68.8058983908
5.42,68.5909241466
5.44,68.3759499023
5.46,68.1609756581
5.48,69.020872635
5.5,69.2358468792
5.52,68.1609756581
5.54,68.5909241466
5.56,68.5909241466
5.58,69.020872635
5.6,68.8058983908
5.62,68.5909241466
5.64,69.8807696119
5.66,69.8807696119
5.68,69.4508211235
5.7,69.4508211235
5.72,70.0957438562
5.74,70.3107181004
5.76,69.8807696119
5.78,70.3107181004
5.8,69.6657953677
5.82,70.3107181004
5.84,70.9556408331
5.86,70.9556408331
5.88,70.9556408331
5.9,71.1706150773
5.92,71.6005635658
5.94,71.1706150773
5.96,72.4604605427
5.98,71.3855893215
6,71.6005635658
6.02,71.6005635658
6.04,71.81553781
6.06,71.81553781
6.08,72.0305120542
6.1,72.6754347869
6.12,71.6005635658
6.14,72.2454862985
6.16,72.6754347869
6.18,71.81553781
6.2,73.1053832754
6.22,72.4604605427
6.24,73.3203575196
6.26,72.8904090311
6.28,73.1053832754
6.3,73.1053832754
6.32,72.0305120542
6.34,73.5353317638
6.36,72.4604605427
6.38,72.6754347869
6.4,72.2454862985
6.42,73.1053832754
6.44,72.6754347869
6.46,72.6754347869
6.48,72.6754347869
6.5,72.8904090311
6.52,73.5353317638
6.54,72.4604605427
6.56,73.1053832754
6.58,73.5353317638
6.6,73.1053832754
6.62,73.1053832754
6.64,73.5353317638
6.66,73.3203575196
6.68,73.3203575196
6.7,74.1802544965
6.72,73.5353317638
6.74,72.6754347869
6.76,73.7503060081
6.78,73.1053832754
6.8,73.7503060081
6.82,72.8904090311
6.84,73.3203575196
6.86,73.5353317638
6.88,73.5353317638
6.9,73.9652802523
6.92,73.7503060081
6.94,74.1802544965
6.96,73.7503060081
6.98,73.9652802523
7,73.9652802523
7.02,73.5353317638
7.04,73.7503060081
7.06,73.3203575196
7.08,74.1802544965
7.1,73.5353317638
7.12,74.610202985
7.14,73.9652802523
7.16,73.9652802523
7.18,73.7503060081
7.2,73.9652802523
7.22,73.7503060081
7.24,74.1802544965
7.26,75.0401514734
7.28,74.1802544965
7.3,73.9652802523
7.32,74.8251772292
7.34,74.1802544965
7.36,74.610202985
7.38,74.3952287408
7.4,75.0401514734
7.42,73.7503060081
7.44,74.8251772292
7.46,74.610202985
7.48,74.3952287408
7.5,75.0401514734
7.52,74.610202985
7.54,74.610202985
7.56,74.1802544965
7.58,74.610202985
7.6,75.2551257177
7.62,74.1802544965
7.64,75.4700999619
7.66,74.3952287408
7.68,75.0401514734
7.7,73.9652802523
7.72,74.8251772292
7.74,74.3952287408
7.76,74.1802544965
7.78,75.2551257177
7.8,74.610202985
7.82,75.6850742061
7.84,75.2551257177
7.86,75.2551257177
7.88,75.0401514734
7.9,75.4700999619
7.92,75.0401514734
7.94,74.8251772292
7.96,75.4700999619
7.98,75.0401514734
8,75.4700999619
8.02,75.0401514734
8.04,74.8251772292
8.06,75.6850742061
8.08,75.6850742061
8.1,74.8251772292
8.12,75.4700999619
8.14,75.4700999619
8.16,74.610202985
8.18,75.9000484504
8.2,74.8251772292
8.22,74.8251772292
8.24,75.9000484504
8.26,75.0401514734
8.28,76.1150226946
8.3,74.610202985
8.32,76.1150226946
8.34,75.0401514734
8.36,75.0401514734
8.38,75.6850742061
8.4,75.2551257177
8.42,76.1150226946
8.44,75.6850742061
8.46,75.9000484504
8.48,76.1150226946
8.5,75.2551257177
8.52,75.9000484504
8.54,74.8251772292
8.56,75.4700999619
8.58,75.4700999619
8.6,76.3299969388
8.62,75.4700999619
8.64,75.6850742061
8.66,75.4700999619
8.68,75.6850742061
8.7,75.4700999619
8.72,75.2551257177
8.74,75.9000484504
8.76,75.4700999619
8.78,75.9000484504
8.8,75.4700999619
8.82,75.9000484504
8.84,75.0401514734
8.86,75.9000484504
8.88,75.9000484504
8.9,75.0401514734
8.92,75.4700999619
8.94,75.6850742061
8.96,76.3299969388
8.98,76.1150226946
9,75.9000484504
9.02,76.3299969388
9.04,75.9000484504
9.06,76.1150226946
9.08,75.4700999619
9.1,76.1150226946
9.12,75.6850742061
9.14,76.1150226946
9.16,75.9000484504
9.18,76.1150226946
9.2,75.6850742061
9.22,75.2551257177
9.24,76.3299969388
9.26,76.3299969388
9.28,76.3299969388
9.3,75.2551257177
9.32,76.1150226946
9.34,76.1150226946
9.36,75.4700999619
9.38,76.544971183
9.4,76.1150226946
9.42,76.7599454273
9.44,75.6850742061
9.46,76.7599454273
9.48,75.4700999619
9.5,75.4700999619
9.52,75.9000484504
9.54,75.4700999619
9.56,76.1150226946
9.58,76.1150226946
9.6,76.1150226946
9.62,76.7599454273
9.64,76.9749196715
9.66,76.1150226946
9.68,75.4700999619
9.7,75.6850742061
9.72,75.9000484504
9.74,76.544971183
9.76,75.9000484504
9.78,76.7599454273
9.8,75.6850742061
9.82,76.544971183
9.84,75.6850742061
9.86,76.3299969388
9.88,76.3299969388
9.9,76.1150226946
9.92,76.9749196715
9.94,76.544971183
9.96,76.7599454273
9.98,75.4700999619
10,75.6850742061
10.02,76.3299969388
10.04,75.4700999619
10.06,76.1150226946
10.08,75.9000484504
10.1,76.7599454273
10.12,75.9000484504
10.14,76.7599454273
10.16,76.3299969388
10.18,76.7599454273
10.2,77.1898939157
10.22,76.7599454273
10.24,76.7599454273
10.26,76.1150226946
10.28,76.9749196715
10.3,75.4700999619
10.32,77.40486816
10.34,76.3299969388
10.36,76.7599454273
10.38,76.9749196715
10.4,76.3299969388
10.42,76.544971183
10.44,75.6850742061
10.46,76.3299969388
10.48,76.3299969388
10.5,76.1150226946
10.52,76.1150226946
10.54,75.2551257177
10.56,76.3299969388
10.58,76.1150226946
10.6,77.1898939157
10.62,76.3299969388
10.64,76.9749196715
10.66,75.6850742061
10.68,76.1150226946
10.7,76.7599454273
10.72,76.1150226946
10.74,76.9749196715
10.76,76.1150226946
10.78,77.6198424042
10.8,76.3299969388
10.82,76.9749196715
10.84,76.544971183
10.86,76.7599454273
10.88,77.40486816
10.9,76.7599454273
10.92,77.40486816
10.94,76.7599454273
10.96,77.40486816
10.98,76.544971183
11,77.40486816
11.02,76.7599454273
11.04,76.1150226946
11.06,76.7599454273
11.08,76.1150226946
11.1,77.6198424042
11.12,76.9749196715
11.14,76.9749196715
11.16,76.7599454273
11.18,77.1898939157
11.2,77.1898939157
11.22,76.9749196715
11.24,76.9749196715
11.26,76.544971183
11.28,77.6198424042
11.3,76.1150226946
11.32,76.9749196715
11.34,77.1898939157
11.36,76.3299969388
11.38,76.544971183
11.4,77.1898939157
11.42,77.6198424042
11.44,76.7599454273
11.46,77.6198424042
11.48,76.544971183
11.5,77.40486816
11.52,76.1150226946
11.54,76.544971183
11.56,77.40486816
11.58,76.7599454273
11.6,76.9749196715
11.62,77.1898939157
11.64,77.1898939157
11.66,76.9749196715
11.68,76.7599454273
11.7,77.40486816
11.72,76.3299969388
11.74,77.40486816
11.76,76.7599454273
11.78,77.40486816
11.8,77.40486816
11.82,77.40486816
11.84,76.9749196715
11.86,76.7599454273
11.88,76.9749196715
11.9,76.3299969388
11.92,77.8348166484
11.94,76.7599454273
11.96,77.6198424042
11.98,77.40486816
12,77.6198424042
12.02,77.40486816
12.04,77.1898939157
12.06,77.40486816
12.08,77.40486816
12.1,76.9749196715
12.12,76.9749196715
12.14,77.8348166484
12.16,76.9749196715
12.18,77.40486816
12.2,76.3299969388
12.22,76.544971183
12.24,77.1898939157
12.26,76.9749196715
12.28,77.40486816
12.3,76.3299969388
12.32,77.1898939157
12.34,76.9749196715
12.36,77.1898939157
12.38,77.6198424042
12.4,76.9749196715
12.42,77.8348166484
12.44,77.1898939157
12.46,77.8348166484
12.48,77.40486816
12.5,77.6198424042
12.52,76.9749196715
12.54,77.1898939157
12.56,77.8348166484
12.58,76.9749196715
12.6,76.9749196715
12.62,77.40486816
12.64,77.40486816
12.66,76.9749196715
12.68,76.9749196715
12.7,77.8348166484
12.72,77.1898939157
12.74,78.0497908927
12.76,76.9749196715
12.78,77.6198424042
12.8,76.7599454273
12.82,77.1898939157
12.84,76.7599454273
12.86,76.9749196715
12.88,76.9749196715
12.9,76.9749196715
12.92,77.40486816
12.94,76.7599454273
12.96,77.8348166484
12.98,76.7599454273
13,77.1898939157
13.02,76.9749196715
13.04,76.7599454273
13.06,77.40486816
13.08,77.40486816
13.1,78.0497908927
13.12,77.40486816
13.14,77.40486816
13.16,77.1898939157
13.18,77.40486816
13.2,77.40486816
13.22,77.1898939157
13.24,77.40486816
13.26,76.9749196715
13.28,78.0497908927
13.3,77.40486816
13.32,77.1898939157
13.34,77.8348166484
13.36,76.9749196715
13.38,76.9749196715
13.4,76.7599454273
13.42,76.9749196715
13.44,76.7599454273
13.46,76.544971183
13.48,76.7599454273
13.5,76.544971183
13.52,77.40486816
13.54,77.40486816
13.56,77.40486816
13.58,75.6850742061
13.6,77.1898939157
13.62,76.9749196715
13.64,76.544971183
13.66,77.6198424042
13.68,76.7599454273
13.7,77.40486816
13.72,76.9749196715
13.74,78.0497908927
13.76,76.9749196715
13.78,77.40486816
13.8,77.40486816
13.82,76.9749196715
13.84,76.9749196715
13.86,76.7599454273
13.88,76.9749196715
13.9,76.9749196715
13.92,77.6198424042
13.94,76.7599454273
13.96,76.9749196715
13.98,77.6198424042
14,76.9749196715
14.02,77.6198424042
14.04,76.3299969388
14.06,77.6198424042
14.08,77.1898939157
14.1,77.8348166484
14.12,77.1898939157
14.14,76.9749196715
14.16,77.40486816
14.18,76.544971183
14.2,77.1898939157
14.22,76.9749196715
14.24,77.6198424042
14.26,76.9749196715
14.28,76.544971183
14.3,77.6198424042
14.32,76.9749196715
14.34,77.40486816
14.36,77.6198424042
14.38,77.6198424042
14.4,76.544971183
14.42,77.40486816
14.44,77.1898939157
14.46,76.3299969388
14.48,76.9749196715
14.5,76.9749196715
14.52,77.8348166484
14.54,76.7599454273
14.56,76.9749196715
14.58,76.9749196715
14.6,77.40486816
14.62,77.1898939157
14.64,77.1898939157
14.66,78.0497908927
14.68,76.9749196715
14.7,78.0497908927
14.72,76.7599454273
14.74,76.9749196715
14.76,77.6198424042
14.78,77.1898939157
14.8,78.0497908927
14.82,76.7599454273
14.84,78.2647651369
14.86,76.9749196715
14.88,76.9749196715
14.9,77.40486816
14.92,76.9749196715
14.94,77.40486816
14.96,77.40486816
14.98,77.1898939157
15,77.1898939157
15.02,77.8348166484
15.04,76.9749196715
15.06,77.1898939157
15.08,78.0497908927
15.1,76.544971183
15.12,77.6198424042
15.14,76.544971183
15.16,77.40486816
15.18,76.544971183
15.2,77.1898939157
15.22,77.1898939157
15.24,77.1898939157
15.26,77.40486816
15.28,76.544971183
15.3,77.6198424042
15.32,77.6198424042
15.34,78.0497908927
15.36,76.544971183
15.38,76.544971183
15.4,77.1898939157
15.42,76.544971183
15.44,77.6198424042
15.46,77.1898939157
15.48,77.8348166484
15.5,77.1898939157
15.52,76.9749196715
15.54,76.9749196715
15.56,76.544971183
15.58,77.1898939157
15.6,76.7599454273
15.62,77.1898939157
15.64,77.6198424042
15.66,77.1898939157
15.68,77.1898939157
15.7,77.1898939157
15.72,76.7599454273
15.74,76.7599454273
15.76,78.0497908927
15.78,77.8348166484
15.8,77.1898939157
15.82,77.1898939157
15.84,78.0497908927
15.86,77.40486816
15.88,77.1898939157
15.9,76.9749196715
15.92,76.7599454273
15.94,77.40486816
15.96,77.40486816
15.98,77.40486816
16,77.40486816
16.02,77.40486816
16.04,77.6198424042
16.06,76.9749196715
16.08,76.9749196715
16.1,76.7599454273
16.12,78.0497908927
16.14,76.9749196715
16.16,77.1898939157
16.18,76.544971183
16.2,77.1898939157
16.22,77.1898939157
16.24,77.1898939157
16.26,77.40486816
16.28,77.40486816
16.3,77.6198424042
16.32,76.544971183
16.34,77.1898939157
16.36,77.1898939157
16.38,76.7599454273
16.4,77.6198424042
16.42,77.40486816
16.44,78.0497908927
16.46,76.9749196715
16.48,77.6198424042
16.5,77.6198424042
16.52,77.1898939157
16.54,77.1898939157
16.56,76.7599454273
16.58,77.40486816
16.6,76.544971183
16.62,78.0497908927
16.64,76.9749196715
16.66,77.8348166484
16.68,77.40486816
16.7,77.1898939157
16.72,77.8348166484
16.74,77.1898939157
16.76,77.40486816
16.78,76.3299969388
16.8,77.40486816
16.82,76.9749196715
16.84,76.544971183
16.86,77.1898939157
16.88,77.40486816
16.9,77.1898939157
16.92,77.1898939157
16.94,77.1898939157
16.96,77.40486816
16.98,77.8348166484
17,77.40486816
17.02,76.9749196715
17.04,77.1898939157
17.06,76.3299969388
17.08,77.40486816
17.1,76.7599454273
17.12,77.1898939157
17.14,76.7599454273
17.16,77.1898939157
17.18,77.40486816
17.2,76.9749196715
17.22,78.0497908927
17.24,77.40486816
17.26,78.0497908927
17.28,77.1898939157
17.3,77.40486816
17.32,76.9749196715
17.34,76.7599454273
17.36,76.7599454273
17.38,76.9749196715
17.4,76.7599454273
17.42,77.40486816
17.44,77.1898939157
17.46,77.1898939157
17.48,77.6198424042
17.5,77.40486816
17.52,77.40486816
17.54,77.40486816
17.56,77.40486816
17.58,76.9749196715
17.6,77.1898939157
17.62,77.8348166484
17.64,76.3299969388
17.66,77.8348166484
17.68,77.1898939157
17.7,76.9749196715
17.72,77.8348166484
17.74,76.7599454273
17.76,77.40486816
17.78,77.1898939157
17.8,77.6198424042
17.82,77.8348166484
17.84,76.544971183
17.86,77.8348166484
17.88,77.1898939157
17.9,76.9749196715
17.92,77.1898939157
17.94,77.40486816
17.96,76.9749196715
17.98,77.40486816
18,76.7599454273
18.02,76.3299969388
18.04,77.1898939157
18.06,76.7599454273
18.08,77.6198424042
18.1,76.544971183
18.12,76.9749196715
18.14,76.9749196715
18.16,76.9749196715
18.18,76.9749196715
18.2,76.544971183
18.22,76.9749196715
18.24,76.9749196715
18.26,77.40486816
18.28,76.544971183
18.3,77.40486816
18.32,76.9749196715
18.34,76.544971183
18.36,77.6198424042
18.38,76.9749196715
18.4,77.40486816
18.42,77.1898939157
18.44,77.40486816
18.46,76.9749196715
18.48,76.544971183
18.5,76.9749196715
18.52,76.9749196715
18.54,77.6198424042
18.56,76.9749196715
18.58,77.40486816
18.6,77.1898939157
18.62,76.9749196715
18.64,76.9749196715
18.66,77.40486816
18.68,77.40486816
18.7,76.9749196715
18.72,76.9749196715
18.74,77.1898939157
18.76,78.0497908927
18.78,77.40486816
18.8,77.1898939157
18.82,76.544971183
18.84,76.9749196715
18.86,77.6198424042
18.88,76.9749196715
18.9,76.9749196715
18.92,77.6198424042
18.94,78.0497908927
18.96,76.7599454273
18.98,77.1898939157
19,77.40486816
19.02,76.9749196715
19.04,76.9749196715
19.06,77.1898939157
19.08,77.8348166484
19.1,76.9749196715
19.12,76.9749196715
19.14,76.9749196715
19.16,77.1898939157
19.18,77.1898939157
19.2,77.40486816
19.22,77.40486816
19.24,76.9749196715
19.26,77.40486816
19.28,76.9749196715
19.3,77.40486816
19.32,77.6198424042
19.34,77.1898939157
19.36,77.1898939157
19.38,76.3299969388
19.4,77.1898939157
19.42,77.6198424042
19.44,76.9749196715
19.46,77.1898939157
19.48,76.7599454273
19.5,76.9749196715
19.52,77.1898939157
19.54,76.7599454273
19.56,76.544971183
19.58,77.40486816
19.6,76.9749196715
19.62,77.40486816
19.64,76.9749196715
19.66,77.1898939157
19.68,77.1898939157
19.7,76.9749196715
19.72,77.40486816
19.74,76.544971183
19.76,76.9749196715
19.78,76.9749196715
19.8,77.8348166484
19.82,76.7599454273
19.84,76.9749196715
19.86,77.8348166484
19.88,76.544971183
19.9,78.0497908927
19.92,76.544971183
19.94,76.9749196715
19.96,76.9749196715
19.98,77.40486816
20,76.544971183
20.02,77.40486816
20.04,76.9749196715
20.06,76.9749196715
20.08,77.6198424042
20.1,76.7599454273
20.12,76.9749196715
20.14,76.3299969388
20.16,76.544971183
20.18,77.40486816
20.2,77.6198424042
